ARTIST_ID,ARTIST_NAME,SHOW_ID,SHOW_DATE,SOURCE,VENUE_NAME,VENUE_ID,VENUE_TYPE,VENUE_CAPACITY,CITY_NAME,STATE_CODE,COUNTRY_NAME,MARKET_SIZE,ARTIST_TIER,TICKETS_SOLD,SELLOUT_STATUS,ATTENDANCE_RATE,AVERAGE_TICKET_PRICE,TICKET_PRICE_RANGE,REVENUE,EVENT_DATE_STR,LAST_UPDATED,INGESTED_AT
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,5b46a714,06-12-2025,setlist.fm,Etihad Park,73d1267d,Other,1675,Abu Dhabi,01,United Arab Emirates,Large,A-list,1580,FALSE,94.4,118,$64-$236,186440,06-12-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,4346a713,03-12-2025,setlist.fm,Beyon Al Dana Amphitheatre,7bdefa38,Theater,2358,Aş Şakhīr,17,Bahrain,Large,A-list,1937,FALSE,82.2,132,$72-$264,255684,03-12-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,6b414ace,30-11-2025,setlist.fm,Lusail International Circuit,3bde64d8,Other,4417,Doha,01,Qatar,Large,A-list,3943,FALSE,89.3,104,$57-$208,410072,30-11-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,b519d6a,19-11-2025,setlist.fm,Eden Park,33d78421,Other,14204,Auckland,E7,New Zealand,Large,A-list,13188,FALSE,92.9,106,$58-$212,1397928,19-11-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,13519d75,15-11-2025,setlist.fm,Accor Stadium,1bd04570,Stadium,40640,Sydney,NSW,Australia,Large,A-list,39779,FALSE,97.9,207,$113-$414,8234253,15-11-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3519d73,12-11-2025,setlist.fm,Suncorp Stadium,63d67e4f,Stadium,30298,Brisbane,QLD,Australia,Large,A-list,25737,FALSE,84.9,184,$101-$368,4735608,12-11-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3519d7b,08-11-2025,setlist.fm,Marvel Stadium,33d2745d,Stadium,68199,Melbourne,VIC,Australia,Large,A-list,53711,FALSE,78.8,200,$110-$400,10742200,08-11-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,6351a283,05-11-2025,setlist.fm,Adelaide Oval,53d6cf45,Other,3162,Adelaide,SA,Australia,Large,A-list,2812,FALSE,88.9,114,$62-$228,320568,05-11-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,6351a28b,01-11-2025,setlist.fm,Optus Stadium,33d2e481,Stadium,64849,Perth,WA,Australia,Large,A-list,60202,FALSE,92.8,204,$112-$408,12281208,01-11-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,4b435bbe,15-10-2025,setlist.fm,Chase Center,4bd3f3f2,Arena,15119,San Francisco,CA,United States,Major,A-list,13956,FALSE,92.3,156,$85-$312,2177136,15-10-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,134385bd,28-08-2025,setlist.fm,The Stephen Talkhouse,2bd3f4b6,Other,6306,Amagansett,NY,United States,Large,A-list,4954,FALSE,78.6,101,$55-$202,500354,28-08-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,335ac8c1,05-07-2025,setlist.fm,Villa Park,43d7ff67,Other,3438,Birmingham,ENG,United Kingdom,Large,A-list,3090,FALSE,89.9,101,$55-$202,312090,05-07-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3b53d8d8,29-06-2025,setlist.fm,Empower Field at Mile High,63d30e6b,Stadium,47180,Denver,CO,United States,Major,A-list,43982,FALSE,93.2,188,$103-$376,8268616,29-06-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3353d8d9,27-06-2025,setlist.fm,Empower Field at Mile High,63d30e6b,Stadium,55272,Denver,CO,United States,Major,A-list,44801,FALSE,81.1,199,$109-$398,8915399,27-06-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2b53d8da,22-06-2025,setlist.fm,Levi's Stadium,63d4564f,Stadium,50138,Santa Clara,CA,United States,Large,A-list,41691,FALSE,83.2,194,$106-$388,8088054,22-06-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2353d8db,20-06-2025,setlist.fm,Levi's Stadium,63d4564f,Stadium,66606,Santa Clara,CA,United States,Large,A-list,51993,FALSE,78.1,226,$124-$452,11750418,20-06-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3353d8e5,14-06-2025,setlist.fm,NRG Stadium,bd451b6,Stadium,38885,Houston,TX,United States,Major,A-list,37502,FALSE,96.4,222,$122-$444,8325444,14-06-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2b53d8e6,08-06-2025,setlist.fm,Raymond James Stadium,73d616a5,Stadium,55008,Tampa,FL,United States,Large,A-list,49279,FALSE,89.6,216,$118-$432,10644264,08-06-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2353d8e7,06-06-2025,setlist.fm,Raymond James Stadium,73d616a5,Stadium,36084,Tampa,FL,United States,Large,A-list,30127,FALSE,83.5,190,$104-$380,5724130,06-06-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2b53d8e2,03-06-2025,setlist.fm,Mercedes-Benz Stadium,6bd28eea,Stadium,66890,Atlanta,GA,United States,Major,A-list,61567,FALSE,92.0,205,$112-$410,12621235,03-06-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2353d8e3,31-05-2025,setlist.fm,Bank of America Stadium,63d71aff,Stadium,62301,Charlotte,NC,United States,Major,A-list,51093,FALSE,82.0,212,$116-$424,10831716,31-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3b53d8ec,28-05-2025,setlist.fm,Northwest Stadium,7bdea258,Stadium,56469,Landover,MD,United States,Large,A-list,49565,FALSE,87.8,208,$114-$416,10309520,28-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3b53d8e8,25-05-2025,setlist.fm,Lincoln Financial Field,7bd61e04,Stadium,47882,Philadelphia,PA,United States,Major,A-list,46334,FALSE,96.8,193,$106-$386,8942462,25-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3353d8e9,23-05-2025,setlist.fm,Lincoln Financial Field,7bd61e04,Stadium,33067,Philadelphia,PA,United States,Major,A-list,28626,FALSE,86.6,202,$111-$404,5782452,23-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2353d81b,11-05-2025,setlist.fm,Historic Crew Stadium,33d0fced,Stadium,33653,Columbus,OH,United States,Major,A-list,31125,FALSE,92.5,184,$101-$368,5727000,11-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3b53d824,09-05-2025,setlist.fm,Historic Crew Stadium,33d0fced,Stadium,57052,Columbus,OH,United States,Major,A-list,44502,FALSE,78.0,198,$108-$396,8811396,09-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2b53d8ea,07-05-2025,setlist.fm,Lane Stadium,5bd627f4,Stadium,50388,Blacksburg,VA,United States,Large,A-list,46641,FALSE,92.6,206,$113-$412,9608046,07-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2353d8eb,03-05-2025,setlist.fm,Nissan Stadium,53d5a385,Stadium,70078,Nashville,TN,United States,Major,A-list,67668,FALSE,96.6,219,$120-$438,14819292,03-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3b53d8f4,01-05-2025,setlist.fm,Nissan Stadium,53d5a385,Stadium,88396,Nashville,TN,United States,Major,A-list,78195,FALSE,88.5,228,$125-$456,17828460,01-05-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3353d8f5,26-04-2025,setlist.fm,Rogers Centre,3d639cb,Other,14775,Toronto,ON,Canada,Large,A-list,14351,FALSE,97.1,107,$58-$214,1535557,26-04-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2b53d8f6,24-04-2025,setlist.fm,Rogers Centre,3d639cb,Other,8773,Toronto,ON,Canada,Large,A-list,7810,FALSE,89.0,123,$67-$246,960630,24-04-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3353d8f1,19-04-2025,setlist.fm,JMA Wireless Dome,33d02099,Stadium,58639,Syracuse,NY,United States,Large,A-list,49574,FALSE,84.5,220,$121-$440,10906280,19-04-2025,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,4b547706,13-12-2024,setlist.fm,YouTube Theater,23d0f42f,Theater,2899,Inglewood,CA,United States,Large,A-list,2613,FALSE,90.1,110,$60-$220,287430,13-12-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,23abaca7,29-09-2024,setlist.fm,Estadio GNP Seguros,3bd14c44,Other,2801,Mexico City,DIF,Mexico,Large,A-list,2544,FALSE,90.8,118,$64-$236,300192,29-09-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,23abaca3,27-09-2024,setlist.fm,Estadio GNP Seguros,3bd14c44,Other,12220,Mexico City,DIF,Mexico,Large,A-list,10515,FALSE,86.1,125,$68-$250,1314375,27-09-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,33abacad,22-09-2024,setlist.fm,Estadio GNP Seguros,3bd14c44,Other,10293,Mexico City,DIF,Mexico,Large,A-list,8787,FALSE,85.4,102,$56-$204,896274,22-09-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babaca8,20-09-2024,setlist.fm,Estadio GNP Seguros,3bd14c44,Other,5385,Mexico City,DIF,Mexico,Large,A-list,4880,FALSE,90.6,106,$58-$212,517280,20-09-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2babacaa,01-09-2024,setlist.fm,Lumen Field,5bd0d35c,Stadium,61182,Seattle,WA,United States,Major,A-list,52393,FALSE,85.6,181,$99-$362,9483133,01-09-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,23abacb7,30-08-2024,setlist.fm,Lumen Field,5bd0d35c,Stadium,35913,Seattle,WA,United States,Major,A-list,28133,FALSE,78.3,181,$99-$362,5092073,30-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2babacb6,25-08-2024,setlist.fm,Commonwealth Stadium,23d62037,Stadium,34424,Edmonton,AB,Canada,Large,A-list,32999,FALSE,95.9,216,$118-$432,7127784,25-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,33abacb1,23-08-2024,setlist.fm,Commonwealth Stadium,23d62037,Stadium,68169,Edmonton,AB,Canada,Large,A-list,55971,FALSE,82.1,205,$112-$410,11474055,23-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babacbc,18-08-2024,setlist.fm,U.S. Bank Stadium,43d253af,Stadium,30953,Minneapolis,MN,United States,Large,A-list,29967,FALSE,96.8,208,$114-$416,6233136,18-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2babacbe,16-08-2024,setlist.fm,U.S. Bank Stadium,43d253af,Stadium,46191,Minneapolis,MN,United States,Large,A-list,41726,FALSE,90.3,210,$115-$420,8762460,16-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,33abacb9,11-08-2024,setlist.fm,Soldier Field,4bd637ce,Stadium,55561,Chicago,IL,United States,Major,A-list,43940,FALSE,79.1,197,$108-$394,8656180,11-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,23abacbb,09-08-2024,setlist.fm,Soldier Field,4bd637ce,Stadium,46535,Chicago,IL,United States,Major,A-list,43910,FALSE,94.4,186,$102-$372,8167260,09-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2355fcd7,04-08-2024,setlist.fm,Gillette Stadium,13d6d59d,Stadium,57005,Foxborough,MA,United States,Large,A-list,52148,FALSE,91.5,202,$111-$404,10533896,04-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2babacc6,02-08-2024,setlist.fm,Gillette Stadium,13d6d59d,Stadium,38652,Foxborough,MA,United States,Large,A-list,36770,FALSE,95.1,180,$99-$360,6618600,02-08-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2babb4ee,14-07-2024,setlist.fm,Estadio Metropolitano,73d04631,Other,7170,Madrid,29,Spain,Large,A-list,5951,FALSE,83.0,103,$56-$206,612953,14-07-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babb4e8,12-07-2024,setlist.fm,Estadio Metropolitano,73d04631,Other,4357,Madrid,29,Spain,Large,A-list,4222,FALSE,96.9,101,$55-$202,426422,12-07-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babb4e0,07-07-2024,setlist.fm,PGE Narodowy,63d52a5f,Other,5640,Warsaw,78,Poland,Large,A-list,5433,FALSE,96.3,100,$55-$200,543300,07-07-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babb4ec,05-07-2024,setlist.fm,PGE Narodowy,63d52a5f,Other,13523,Warsaw,78,Poland,Large,A-list,11907,FALSE,88.1,114,$62-$228,1357398,05-07-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,33abb4e9,29-06-2024,setlist.fm,Val de Moine,73d61edd,Other,4663,Clisson,52,France,Large,A-list,3744,FALSE,80.3,117,$64-$234,438048,29-06-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babb4f4,26-06-2024,setlist.fm,Ekebergsletta,73d392b1,Other,10582,Oslo,12,Norway,Large,A-list,9388,FALSE,88.7,107,$58-$214,1004516,26-06-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babb41c,16-06-2024,setlist.fm,Parken Stadium,4bd2532a,Stadium,57076,Copenhagen,17,Denmark,Large,A-list,45141,FALSE,79.1,216,$118-$432,9750456,16-06-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,23abb41f,14-06-2024,setlist.fm,Parken Stadium,4bd2532a,Stadium,42650,Copenhagen,17,Denmark,Large,A-list,39792,FALSE,93.3,214,$117-$428,8515488,14-06-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3b575460,12-06-2024,setlist.fm,Parken Stadium,4bd2532a,Stadium,51950,Copenhagen,17,Denmark,Large,A-list,48599,FALSE,93.6,200,$110-$400,9719800,12-06-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,33abb44d,09-06-2024,setlist.fm,Olympiastadion,bd6c97a,Other,9741,Helsinki,18,Finland,Large,A-list,8765,FALSE,90.0,100,$55-$200,876500,09-06-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
